,name,geo_type,popestimate2010,popestimate2020,n_pop_chg_2010_2020,births_2010_2020,deaths_2010_2020,natural_increase_2010_2020,int_migration_2010_2020,dom_migration_2010_2020,net_migration_2010_2020,dom_migration_rate_1020,int_migration_rate_1020
589,"Cameron Parish, LA",County or equivalent,6915,7003,135,710,516,194,-22,-42,-64,-0.006073752711496746,-0.0031814895155459146
590,"Mohave County, AZ",County or equivalent,200336,217206,17025,18687,30248,-11561,-596,29164,28568,0.14557543327210287,-0.0029750019966456355
591,"Polk County, FL",County or equivalent,603119,744552,142484,77998,68161,9837,24844,107693,132537,0.1785601183182755,0.04119253414334485
592,"Lancaster County, PA",County or equivalent,520325,546192,26749,72008,50889,21119,12129,-6073,6056,-0.011671551434199779,0.023310430980637103
593,"Clinton County, MI",County or equivalent,75400,79753,4391,8252,6239,2013,801,1615,2416,0.021419098143236073,0.010623342175066313
594,"Eaton County, MI",County or equivalent,107745,110148,2389,11816,10331,1485,1491,-508,983,-0.004714835955264746,0.013838229152164832
595,"Ingham County, MI",County or equivalent,281122,290609,9714,33036,21655,11381,17153,-18962,-1809,-0.06745114220872077,0.06101621360121229
596,"Shiawassee County, MI",County or equivalent,70635,67738,-2933,7181,7450,-269,100,-2776,-2676,-0.03930062999929214,0.0014157287463721954
597,"Webb County, TX",County or equivalent,251358,277681,27377,53126,13615,39511,7248,-19382,-12134,-0.07710914313449344,0.02883536629031103
598,"DoÒa Ana County, NM",County or equivalent,210096,221262,12050,29575,15857,13718,2984,-4693,-1709,-0.022337407661259613,0.014203030995354504
599,"Clark County, NV",County or equivalent,1952640,2315963,364685,274679,161068,113611,35102,214942,250044,0.11007763847918717,0.017976687971156997
600,"Douglas County, KS",County or equivalent,111204,122530,11704,12245,7120,5125,5493,1112,6605,0.009999640300708608,0.049395705190460784
601,"Comanche County, OK",County or equivalent,125401,121099,-2994,18928,10634,8294,3231,-14754,-11523,-0.11765456415818056,0.02576534477396512
602,"Cotton County, OK",County or equivalent,6167,5676,-510,668,830,-162,7,-352,-345,-0.057077995784011674,0.0011350737797956867
603,"Lebanon County, PA",County or equivalent,133667,141663,8067,16592,15185,1407,4961,1821,6782,0.013623407422924132,0.03711462066179386
604,"Nez Perce County, ID",County or equivalent,39317,40755,1485,4841,5148,-307,138,1681,1819,0.0427550423480937,0.0035099320904443372
605,"Asotin County, WA",County or equivalent,21725,22820,1197,2401,2548,-147,-88,1436,1348,0.06609896432681242,-0.0040506329113924044
606,"Androscoggin County, ME",County or equivalent,107712,108547,834,13026,11262,1764,1566,-2456,-890,-0.02280154486036839,0.014538770053475937
607,"Bourbon County, KY",County or equivalent,19965,19901,-107,2256,2266,-10,130,-209,-79,-0.01046831955922865,0.006511394941147007
608,"Clark County, KY",County or equivalent,35599,36463,864,4356,4250,106,56,718,774,0.020169105873760498,0.0015730778954465012
609,"Fayette County, KY",County or equivalent,296868,324735,28860,40858,23705,17153,11492,296,11788,0.0009970761415848124,0.03871080749693467
610,"Jessamine County, KY",County or equivalent,48682,54057,5478,6724,4573,2151,845,2484,3329,0.05102501951439957,0.017357544883119018
611,"Scott County, KY",County or equivalent,47271,58470,11381,6893,3793,3100,411,7805,8216,0.16511180216200208,0.008694548454655074
612,"Woodford County, KY",County or equivalent,25040,26765,1820,2873,2418,455,95,1286,1381,0.051357827476038335,0.003793929712460064
613,"Allen County, OH",County or equivalent,106342,101980,-4315,12966,11420,1546,366,-6231,-5865,-0.058593970397397076,0.003441725752759963
614,"Lancaster County, NE",County or equivalent,286175,320650,35243,40935,21669,19266,8871,7194,16065,0.025138464226434874,0.030998514894732244
615,"Seward County, NE",County or equivalent,16800,17186,436,1961,1742,219,103,120,223,0.0071428571428571435,0.006130952380952381
616,"Faulkner County, AR",County or equivalent,114035,126919,13677,15679,9461,6218,1291,6102,7393,0.05350988731529793,0.011321085631604331
617,"Grant County, AR",County or equivalent,17887,18449,607,1940,1952,-12,17,609,626,0.03404707329345335,0.0009504109129535416
618,"Lonoke County, AR",County or equivalent,68739,73921,5546,9620,6700,2920,733,1927,2660,0.028033576281295918,0.010663524345713495
619,"Perry County, AR",County or equivalent,10445,10327,-117,1103,1301,-198,9,80,89,0.007659167065581619,0.000861656294877932
620,"Pulaski County, AR",County or equivalent,383569,392980,10228,55589,37508,18081,6457,-14066,-7609,-0.03667136812411848,0.0168339985765273
621,"Saline County, AR",County or equivalent,107651,123968,16842,13684,11063,2621,534,13595,14129,0.1262877260777884,0.004960474124717838
622,"Franklin County, ID",County or equivalent,12782,14215,1429,2047,1046,1001,-67,495,428,0.0387263339070568,-0.005241746205601627
623,"Cache County, UT",County or equivalent,113388,130004,17348,23488,5499,17989,2698,-3365,-667,-0.029676861749038694,0.023794405051680952
624,"Gregg County, TX",County or equivalent,122044,124229,2422,18439,13200,5239,1428,-4209,-2781,-0.03448756186293468,0.011700698108878764
625,"Harrison County, TX",County or equivalent,65770,66386,747,8279,6695,1584,643,-1457,-814,-0.022152957275353505,0.009776493842177285
626,"Rusk County, TX",County or equivalent,53307,54324,1069,6297,5675,622,44,401,445,0.007522464216706998,0.0008254075449753317
627,"Upshur County, TX",County or equivalent,39372,42166,2862,4810,4661,149,157,2577,2734,0.06545260591283146,0.003987605404856243
628,"Cowlitz County, WA",County or equivalent,102358,111371,8963,12585,11610,975,241,7775,8016,0.07595888938822562,0.0023544813302331037
629,"Orange County, CA",County or equivalent,3016376,3166857,156599,382227,200199,182028,81608,-104701,-23093,-0.03471085832800685,0.027054982535333796
630,"Los Angeles County, CA",County or equivalent,9821647,9943046,124400,1256001,639278,616723,277336,-767079,-489743,-0.07810085212795778,0.02823721927697055
631,"Clark County, IN",County or equivalent,110572,119266,9045,14825,12174,2651,664,5735,6399,0.05186665701986036,0.006005136924356979
632,"Floyd County, IN",County or equivalent,74706,78936,4361,9055,7826,1229,357,2817,3174,0.03770781463336279,0.004778732631917115
633,"Harrison County, IN",County or equivalent,39328,40682,1319,4358,4015,343,168,830,998,0.021104556550040683,0.004271765663140765
634,"Washington County, IN",County or equivalent,28297,28213,-47,3215,3150,65,9,-111,-102,-0.003922677315616497,0.0003180549174824186
635,"Bullitt County, KY",County or equivalent,74483,82182,7889,8022,6086,1936,63,5877,5940,0.07890391095954781,0.0008458305922156733
636,"Henry County, KY",County or equivalent,15372,16067,656,1805,1828,-23,51,635,686,0.041308873276086386,0.003317720530835285
637,"Jefferson County, KY",County or equivalent,742096,767452,26357,101330,79480,21850,20560,-15397,5163,-0.020747989478450232,0.02770531036415774
638,"Oldham County, KY",County or equivalent,60441,66999,6643,5627,4095,1532,305,4818,5123,0.07971410135504045,0.0050462434440197886
639,"Shelby County, KY",County or equivalent,42222,49611,7607,6024,3697,2327,861,4402,5263,0.10425844346549193,0.02039221259059258
640,"Spencer County, KY",County or equivalent,17167,19585,2477,1959,1435,524,31,1923,1954,0.11201724238364304,0.001805790178831479
641,"Crosby County, TX",County or equivalent,6025,5567,-489,773,736,37,21,-550,-529,-0.0912863070539419,0.0034854771784232365
642,"Lubbock County, TX",County or equivalent,280332,314772,35826,41349,24825,16524,3998,15231,19229,0.05433200633534523,0.014261661173180371
643,"Lynn County, TX",County or equivalent,5912,6025,110,751,567,184,5,-83,-78,-0.014039242219215157,0.0008457374830852502
644,"Amherst County, VA",County or equivalent,32389,31667,-687,3363,3609,-246,103,-551,-448,-0.017011948501034303,0.003180092006545432
645,"Appomattox County, VA",County or equivalent,15091,16043,1021,1870,1782,88,68,870,938,0.057650255118945073,0.0045059969518255905
646,"Bedford County, VA",County or equivalent,75032,79811,4883,7442,8016,-574,455,5048,5503,0.06727796140313466,0.006064079326154174
647,"Campbell County, VA",County or equivalent,54910,55304,489,6120,5716,404,600,-477,123,-0.00868694226916773,0.010926971407758149
648,"Lynchburg city, VA",County or equivalent,75553,81561,6026,10312,8350,1962,3169,909,4078,0.01203128929360846,0.04194406575516525
649,"Bibb County, GA",County or equivalent,155878,152737,-3107,21880,17004,4876,1674,-9662,-7988,-0.06198437239379515,0.010739167810723772
650,"Crawford County, GA",County or equivalent,12577,12231,-362,1300,1320,-20,52,-396,-344,-0.03148604595690546,0.004134531287270414
651,"Jones County, GA",County or equivalent,28628,28787,139,2999,2730,269,18,-145,-127,-0.005064971356713707,0.0006287550649713567
652,"Monroe County, GA",County or equivalent,26133,28042,1921,2766,2864,-98,29,2012,2041,0.07699077794359623,0.001109708031990204
653,"Twiggs County, GA",County or equivalent,8983,8103,-932,901,1154,-253,130,-819,-689,-0.09117221418234443,0.01447178002894356
654,"Madera County, CA",County or equivalent,151006,157761,6927,22963,11118,11845,-1062,-3930,-4992,-0.026025455942147998,-0.007032833132458313
655,"Columbia County, WI",County or equivalent,56854,57668,812,6155,5569,586,222,34,256,0.0005980230062968305,0.003904738452879305
656,"Dane County, WI",County or equivalent,489247,552536,64445,61742,33061,28681,17320,18459,35779,0.037729408662700026,0.035401341244810904
657,"Green County, WI",County or equivalent,36858,36603,-236,3843,3567,276,259,-748,-489,-0.02029410168755765,0.007026968365076781
658,"Iowa County, WI",County or equivalent,23694,23640,-51,2699,2112,587,52,-677,-625,-0.028572634422216595,0.002194648434202752
659,"Hillsborough County, NH",County or equivalent,401064,418735,18029,43670,33432,10238,15626,-7656,7970,-0.01908922266770391,0.03896136277501845
660,"Geary County, KS",County or equivalent,35241,32218,-2134,10154,2108,8046,1772,-12170,-10398,-0.34533639794557475,0.05028234159076076
661,"Pottawatomie County, KS",County or equivalent,21729,24722,3114,3751,1800,1951,115,1059,1174,0.04873671130746928,0.005292466289290809
662,"Riley County, KS",County or equivalent,71557,73202,2068,10266,3624,6642,6389,-11244,-4855,-0.15713347401372332,0.08928546473440753
663,"Blue Earth County, MN",County or equivalent,64091,68241,4228,7544,4961,2583,1293,366,1659,0.0057106301976876635,0.020174439468880187
664,"Nicollet County, MN",County or equivalent,32758,34482,1753,3843,2396,1447,405,-93,312,-0.00283900116002198,0.012363392148482814
665,"Richland County, OH",County or equivalent,124156,120891,-3581,14214,14524,-310,365,-3612,-3247,-0.029092432101549662,0.0029398498662972393
666,"Hidalgo County, TX",County or equivalent,779091,875200,100466,157532,42913,114619,10261,-24274,-14013,-0.031156822502121064,0.013170476876257074
667,"Jackson County, OR",County or equivalent,203357,221844,18638,23394,23882,-488,156,18974,19130,0.09330389413691194,0.0007671238265710056
668,"Crittenden County, AR",County or equivalent,50955,47616,-3296,7863,5276,2587,94,-6031,-5937,-0.11835933666961045,0.001844764988715533
669,"DeSoto County, MS",County or equivalent,161797,188275,27008,21562,13528,8034,875,18127,19002,0.11203545183161616,0.005408011273385786
670,"Marshall County, MS",County or equivalent,37071,35301,-1858,4387,4320,67,-5,-1915,-1920,-0.051657629953332784,-0.00013487631841601252
671,"Tate County, MS",County or equivalent,28978,28539,-324,3483,2954,529,65,-930,-865,-0.032093312167851475,0.002243080957968114
672,"Tunica County, MS",County or equivalent,10763,9392,-1386,1884,1081,803,73,-2277,-2204,-0.21155811576697947,0.0067824955867323245
673,"Fayette County, TN",County or equivalent,38427,41620,3181,4274,4080,194,152,2834,2986,0.07375022770447863,0.003955552085773024
674,"Shelby County, TN",County or equivalent,928475,936017,8335,137903,83001,54902,13107,-59777,-46670,-0.06438191658364523,0.014116696733891597
675,"Tipton County, TN",County or equivalent,61067,61918,910,7390,5948,1442,206,-731,-525,-0.011970458676535609,0.003373344031964891
676,"Merced County, CA",County or equivalent,256709,279252,23455,42237,17487,24750,-207,-1044,-1251,-0.00406686169943399,-0.0008063605093705324
677,"Broward County, FL",County or equivalent,1752843,1958105,209947,223220,154173,69047,154945,-12743,142202,-0.007269903807699834,0.08839639374433421
678,"Miami-Dade County, FL",County or equivalent,2506986,2707303,209300,321239,201879,119360,411973,-322450,89523,-0.12862058264386,0.16432999625845535
679,"Palm Beach County, FL",County or equivalent,1323631,1507600,187476,148812,147119,1693,88703,96967,185670,0.07325833257153995,0.06701490067851236
680,"LaPorte County, IN",County or equivalent,111458,109663,-1803,13352,12298,1054,295,-3092,-2797,-0.02774139137612374,0.00264673688743742
681,"Midland County, MI",County or equivalent,83660,83441,-182,8810,7532,1278,1340,-2795,-1455,-0.03340903657661965,0.016017212526894573
682,"Martin County, TX",County or equivalent,4809,5816,1017,927,454,473,63,468,531,0.09731752963194013,0.013100436681222708
683,"Midland County, TX",County or equivalent,136987,177863,40976,28321,11059,17262,3657,19559,23216,0.14277997182214372,0.026695963850584363
684,"Milwaukee County, WI",County or equivalent,948289,945016,-2696,140467,85158,55309,22835,-80695,-57860,-0.08509536649692236,0.024080211834156044
685,"Ozaukee County, WI",County or equivalent,86378,90043,3648,8408,7828,580,948,2179,3127,0.02522633077867049,0.010975016786681792
686,"Washington County, WI",County or equivalent,131990,136445,4560,13648,11475,2173,692,1796,2488,0.013607091446321691,0.005242821425865596
687,"Waukesha County, WI",County or equivalent,390051,406172,16210,39288,34395,4893,4592,7048,11640,0.018069431946078848,0.011772819451815277
688,"Anoka County, MN",County or equivalent,331441,359921,29063,43006,20947,22059,4577,2693,7270,0.008125126342244925,0.01380939594075567
689,"Carver County, MN",County or equivalent,91332,106565,15551,11860,5087,6773,687,8131,8818,0.08902684710725704,0.007522007620549205
690,"Chisago County, MN",County or equivalent,53905,56794,2902,5836,4173,1663,211,1040,1251,0.01929320100176236,0.0039142936647806326
691,"Dakota County, MN",County or equivalent,399214,431807,33225,53431,25440,27991,6511,-1115,5396,-0.002792988221855947,0.01630954826233549
692,"Hennepin County, MN",County or equivalent,1154323,1268408,115921,166544,86869,79675,49624,-12688,36936,-0.010991724153464845,0.04298970045645803
693,"Isanti County, MN",County or equivalent,37856,41429,3618,4659,3236,1423,165,2042,2207,0.05394125105663567,0.004358622147083686
694,"Le Sueur County, MN",County or equivalent,27732,28741,1040,3264,2307,957,161,-73,88,-0.0026323380931775565,0.0058055675753642
695,"Mille Lacs County, MN",County or equivalent,26073,26146,52,3258,3026,232,67,-242,-175,-0.00928163233996855,0.002569708127181375
696,"Ramsey County, MN",County or equivalent,509364,547903,39292,78250,42615,35635,27188,-23153,4035,-0.045454723930234565,0.05337636739149214
697,"Scott County, MN",County or equivalent,130514,150689,20773,18956,6611,12345,2053,6431,8484,0.04927440734327352,0.01573011324455614
698,"Sherburne County, MN",County or equivalent,88800,98811,10319,12225,5267,6958,510,2879,3389,0.032421171171171166,0.0057432432432432436
699,"Washington County, MN",County or equivalent,238933,265476,27367,28789,15943,12846,2813,11922,14735,0.049896833003394266,0.011773174906773027
700,"Wright County, MN",County or equivalent,125093,140249,15554,18323,7992,10331,701,4617,5318,0.036908540046205626,0.005603830749922058
701,"Pierce County, WI",County or equivalent,41091,42700,1671,3950,2800,1150,345,173,518,0.004210167676620184,0.008395999123895744
